filename,bucket,grade_semester,renjiao_hint,safety,beishida_unit,confidence,rule_id,audit_note,chars
7353579473926638911.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1271
7353792631991749927.md,keep,4下,内容审查→4下（得分5·图形/鸡兔簇）,黄,二_认识三角形和四边形,high,content-audit-douyin,"top_scores={'4xia': 5, '6shang': 1, '1shang': 0}",1094
7353840378811796774.md,keep,5上,内容审查→5上（得分1）,绿,,low,content-audit-douyin,"top_scores={'5shang': 1, '6shang': 1, '1shang': 0}",1332
7353901453586615603.md,shell,,,N/A,,high,shell-empty,空壳遗留,146
7354159052076633354.md,keep,3上,内容审查→3上（得分4·三上簇）,绿,,high,content-audit-douyin,"top_scores={'3shang': 4, '3xia': 1, '1shang': 0}",1649
7354201202831232293.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",996
7354385740098178342.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",867
7354534392129162505.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",461
7354554796516412713.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",958
7354656877558500659.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",898
7354955263834590474.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",1067
7354970098735516969.md,keep,4上,内容审查→4上（得分5·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '6shang': 1, '1shang': 0}",1756
7354995891121425690.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",921
7355007663085800713.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",192
7355110466789641481.md,keep,4上,内容审查→4上（得分5·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '5shang': 2, '6shang': 1}",1351
7355371758544768266.md,keep,4上,内容审查→4上（得分5·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '6shang': 1, '1shang': 0}",1000
7355383747870559529.md,keep,4上,内容审查→4上（得分5·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '3shang': 1, '6shang': 1}",1454
7355392654982663433.md,shell,,,N/A,,high,shell-empty,空壳遗留,135
7355501080920329509.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",799
7355727365781065023.md,keep,4上,内容审查→4上（得分5·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '1shang': 0, '1xia': 0}",1137
7355814245507812617.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",287
7355840393621015845.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",1331
7356024536824827147.md,keep,4上,内容审查→4上（得分1）,绿,,low,content-audit-douyin,"top_scores={'4shang': 1, '6shang': 1, '1shang': 0}",1777
7356130212188310794.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",994
7356141835888217370.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",476
7356388258621820197.md,keep,4上,内容审查→4上（得分1）,绿,,low,content-audit-douyin,"top_scores={'2shang': 1, '4shang': 1, '5shang': 1}",816
7356422466652212489.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",529
7356427352424959241.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",192
7356600198883314982.md,keep,2下,内容审查→2下（得分1）,绿,,low,content-audit-douyin,"top_scores={'2xia': 1, '1shang': 0, '1xia': 0}",1232
7356819159826664758.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1087
7357161232232762661.md,keep,4上,内容审查→4上（得分5·图形/鸡兔簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '4xia': 5, '2xia': 1}",1514
7357171477847838006.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",995
7357344340357827879.md,keep,2上,内容审查→2上（得分1）,绿,,low,content-audit-douyin,"top_scores={'2shang': 1, '1shang': 0, '1xia': 0}",1115
7357504074243198227.md,keep,4上,人教三下·八方向→北师大4上五单元,绿,五_方向与位置,high,hard-4shang-fangxiang,,853
7357633598385655094.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",848
7357651669628226854.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",192
7357993137341582604.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1157
7358024347304348938.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",289
7358028465402170650.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",1145
7358060222016998668.md,keep,4上,内容审查→4上（得分5·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '1shang': 0, '1xia': 0}",1318
7358294032860187940.md,keep,4上,内容审查→4上（得分5·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '1shang': 0, '1xia': 0}",1833
7358302842488196391.md,keep,4上,内容审查→4上（得分5·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '1shang': 0, '1xia': 0}",790
7358369964056726793.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",196
7358426154962799935.md,keep,4下,内容审查→4下（得分5·方程/倒推簇）,黄,四下综合,high,content-audit-douyin,"top_scores={'4xia': 5, '6shang': 1, '1shang': 0}",1787
7358662318168870163.md,keep,4下,内容审查→4下（得分6·六上簇）,黄,二_认识三角形和四边形,high,content-audit-douyin,"top_scores={'4xia': 6, '6shang': 6, '3shang': 5}",2056
7358674815445781771.md,keep,5上,内容审查→5上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'5shang': 6, '6shang': 6, '1shang': 0}",1082
7358722722551172364.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '4xia': 5, '3xia': 1}",1063
7358767456015486245.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",921
7358805442622950693.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",931
7359044348673133835.md,keep,4下,内容审查→4下（得分4·方程/倒推簇）,红,五_认识方程,high,content-audit-douyin,"top_scores={'4xia': 4, '2shang': 1, '3shang': 1}",3447
7359075218909842715.md,keep,3上,内容审查→3上（得分4·三上簇）,绿,,high,content-audit-douyin,"top_scores={'3shang': 4, '3xia': 1, '6shang': 1}",886
7359107906307951898.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",305
7359139901935340809.md,keep,3下,内容审查→3下（得分4·三下簇）,绿,,high,content-audit-douyin,"top_scores={'3xia': 4, '6shang': 1, '1shang': 0}",1083
7359369486081756466.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",192
7359440527143603466.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,758
7359518893708250418.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",836
7359716899459992841.md,keep,4下,内容审查→4下（得分5·六上簇）,黄,二_认识三角形和四边形,high,content-audit-douyin,"top_scores={'4xia': 5, '6shang': 5, '4shang': 4}",1244
7359756368439528754.md,keep,4上,内容审查→4上（得分5·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '6shang': 1, '1shang': 0}",1267
7359861972944424233.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",635
7360087899842399542.md,keep,4上,内容审查→4上（得分3）,绿,,medium,content-audit-douyin,"top_scores={'4shang': 3, '6shang': 1, '1shang': 0}",720
7360122709184974117.md,keep,4上,内容审查→4上（得分8·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 8, '6shang': 1, '1shang': 0}",759
7360531660108090633.md,keep,3上,内容审查→3上（得分4·三上簇）,绿,,high,content-audit-douyin,"top_scores={'3shang': 4, '4shang': 3, '3xia': 1}",1392
7360552890320112932.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,2587
7360561778184473895.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,1396
7360573887089855795.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",305
7360919414755101990.md,keep,3下,内容审查→3下（得分1）,绿,,low,content-audit-douyin,"top_scores={'3shang': 1, '3xia': 1, '6shang': 1}",815
7360927712212569371.md,keep,3上,内容审查→3上（得分4·三上簇）,绿,,high,content-audit-douyin,"top_scores={'3shang': 4, '3xia': 1, '1shang': 0}",1194
7360988454362058011.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",921
7361053394078895369.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,613
7361276065240616218.md,keep,3上,内容审查→3上（得分6·三上簇）,绿,,high,content-audit-douyin,"top_scores={'3shang': 6, '3xia': 2, '5xia': 1}",1740
7361303007679614246.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,1040
7361316279946349850.md,keep,6上,内容审查→6上（得分5·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 5, '1shang': 0, '1xia': 0}",1023
7361635542892662067.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1510
7361673232212151593.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",989
7361692013403688201.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",192
7361770311076826409.md,keep,3上,内容审查→3上（得分1）,绿,,low,content-audit-douyin,"top_scores={'3shang': 1, '1shang': 0, '1xia': 0}",817
7362003797557644570.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,1675
7362034971571195186.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,1082
7362067249135357210.md,shell,,,N/A,,high,shell-empty,空壳遗留,131
7362110159310671158.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,1352
7362329947697925387.md,keep,5下,内容审查→5下（得分1）,绿,,low,content-audit-douyin,"top_scores={'5xia': 1, '6shang': 1, '1shang': 0}",1121
7362515701543882010.md,shell,,,N/A,,high,shell-empty,空壳遗留,131
7362536675425193228.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,838
7362745983656103222.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,1505
7362753294634110249.md,keep,3下,内容审查→3下（得分1）,绿,,low,content-audit-douyin,"top_scores={'3shang': 1, '3xia': 1, '6shang': 1}",1024
7362793621143227667.md,keep,3上,内容审查→3上（得分2）,绿,,medium,content-audit-douyin,"top_scores={'3shang': 2, '3xia': 1, '6shang': 1}",2081
7362824670757915914.md,shell,,,N/A,,high,shell-empty,空壳遗留,135
7362852972994301195.md,keep,5上,内容审查→5上（得分5·五上面积/应用簇）,绿,,high,content-audit-douyin,"top_scores={'5shang': 5, '6shang': 1, '1shang': 0}",1614
7363144493769542966.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",2166
7363187905654689087.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,1325
7363213876189596965.md,shell,,,N/A,,high,shell-empty,空壳遗留,150
7363251846187748627.md,keep,3上,内容审查→3上（得分1）,绿,,low,content-audit-douyin,"top_scores={'3shang': 1, '5xia': 1, '6shang': 1}",2277
7363490966973500711.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,2090
7363517485892635942.md,keep,6上,内容审查→6上（得分5·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 5, '6xia': 1, '1shang': 0}",1471
7363811614765763877.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,2248
7363833668315434277.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",921
7364061746983603465.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",1203
7364189268698303780.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '4shang': 5, '1shang': 0}",1864
7364238400435571978.md,keep,5上,内容审查→5上（得分6·五上面积/应用簇）,绿,,high,content-audit-douyin,"top_scores={'5shang': 6, '6shang': 1, '1shang': 0}",1020
7364569262796688666.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,847
7364578629398908171.md,keep,6上,内容审查→6上（得分5·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 5, '3shang': 1, '1shang': 0}",1044
7364954689701514534.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1598
7364968355205270847.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1216
7365283038319758642.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,1457
7365328951192849718.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,876
7365511149028248841.md,keep,3上,内容审查→3上（得分1）,绿,,low,content-audit-douyin,"top_scores={'3shang': 1, '6shang': 1, '1shang': 0}",969
7365740683925146934.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,1515
7365809748245024026.md,shell,,,N/A,,high,shell-empty,空壳遗留,154
7365814433169411338.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,1741
7366091594082159909.md,keep,3上,内容审查→3上（得分1）,绿,,low,content-audit-douyin,"top_scores={'3shang': 1, '6shang': 1, '1shang': 0}",1691
7366111386277023026.md,keep,3上,拼图形周长变化,绿,五_周长,high,hard-3shang-zhouchang,,1847
7366160560385248563.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",921
7366232857192238362.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",1311
7366458419148098867.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",203
7366469472267341094.md,keep,4下,内容审查→4下（得分5·方程/倒推簇）,黄,四下综合,high,content-audit-douyin,"top_scores={'4xia': 5, '1shang': 0, '1xia': 0}",1073
7366520765367209266.md,shell,,,N/A,,high,shell-empty,空壳遗留,138
